V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	logFC	logCPM	PValue	FDR
BTG1+LOC256021	NM_001256374+NM_001256375+NR_046159+NR_046160+NM_001256373+NM_001731	136.58246574	99.027311735	10.1186932994	13.8830165055	6982	4954	784	950	-3.3312115594537	8.19490127427753	4.54870775288398e-24	6.86227462719565e-22
EGR1	NM_001964	5.39013540764	9.09480538861	85.380249419	148.668578667	192	314	4642	7298	4.01953527521903	7.60550019365626	5.8693710674177e-24	8.79400630820289e-22
PLAC8	NM_001130716+NM_016619+NM_001130715	78.2238772734	53.0141769881	1.81295103134	2.76592281035	1120	730	41	62	-4.70769436925901	5.42451615271949	6.36087203213864e-24	9.46558338115869e-22
CD52+UBXN11	NM_145345+NM_001077262+NM_183008+NM_001803	535.330951482	694.457255039	58.9256086397	49.7421299546	3283	3998	641	447	-3.30556974488734	7.48405607432637	7.12631956030297e-24	1.05329892149748e-21
GPRASP1	NM_014710+NM_001099411+NM_001099410+NM_001184727	38.3091312597	29.3815308909	3.23625083206	3.22516517799	2603	1935	333	302	-3.3930457950353	6.79474288420242	1.01951592602929e-23	1.49677254240877e-21
NCS1	NM_014286+NM_001128826	0.127300724457	0.0750512866754	7.649300099	8.93384447031	7	4	642	677	6.3277236303776	4.36144695804833	1.14541921643088e-23	1.6704030239617e-21
C20orf112	NM_001256798+NM_080616	78.7702576878	73.8154298275	9.38170201879	10.4190352994	6051	5496	1100	1103	-2.94331990009478	8.18667379477404	1.27260648571472e-23	1.84359383278209e-21
PHB	NM_002634	37.3176844597	31.7365505817	324.760291841	263.512318747	774	638	10281	7532	3.0943794528198	8.23359639996663	1.40200860030911e-23	2.01769329814223e-21
FLT1	NM_002019+NM_001160030+NM_001159920+NM_001160031	0.443495076692	0.920108481501	22.3685240335	21.7377189943	32	72	1951	1539	4.50583091259618	5.79122304793289	1.65034434066922e-23	2.35956094458425e-21
LMNB2	NM_032737	5.49769050693	6.41536616054	51.3459978493	53.2640912667	290	328	4134	3872	3.1396408630797	7.08345660734617	2.34147533355708e-23	3.31016048005118e-21
MCM4	NM_005914+NM_182746	2.29315686405	2.42269671323	60.8174361511	28.9001741359	125	129	5071	2173	4.25595674573074	6.8367468898086	2.34548514015055e-23	3.31016048005118e-21
SERINC5	NM_178276+NM_001174071+NM_001174072	103.583943428	99.2859415898	12.3747136268	14.8395217401	7965	7462	1403	1527	-2.94750474565942	8.60402931578826	2.42400923178766e-23	3.39905140675353e-21
HSP90AA1	NM_005348+NM_001017963	141.286299827	123.89312898	961.470609006	958.116790828	5397	4368	53212	47878	2.81519611206754	10.7752519179078	2.44285165943759e-23	3.40365478026734e-21
DNAJA1	NM_001539	80.0821786582	91.2456070098	590.230356988	610.552253928	1399	1545	15738	14699	2.81446079001712	9.0450789563673	2.45882732438447e-23	3.40423086841205e-21
PA2G4	NM_006191	39.9963373349	46.6267330053	341.974980882	294.946054066	1193	1348	15569	12124	2.88527738605849	8.89494985117213	2.65702157391811e-23	3.65549351757601e-21
CCND2	NM_001759	84.9341647377	117.572125543	750.694348753	738.3967356	6292	8442	84882	75384	2.88642456415272	11.4309674235775	3.46721841919082e-23	4.74033768248745e-21
ODC1	NM_002539	62.8910187878	73.2560416453	588.021345849	461.717641243	1473	1663	21021	14903	2.95450865120686	9.259472713406	3.86868933607135e-23	5.25637138053173e-21
SUN2	NM_001199579+NM_001199580+NM_015374	126.23837992	138.365459823	13.4334011369	18.7594107512	5413	5735	874	1102	-3.04293309587521	8.12478037034588	8.97414472162625e-23	1.2117865171949e-20
MTHFD1L	NM_001242769+NM_001242767+NM_015440+NM_001242768	2.10340440442	3.36996069817	31.7515974433	35.2032044951	85	129	1950	1980	3.64467866168417	6.01768423371319	1.11416408045126e-22	1.49523553741542e-20
PRMT1	NM_001536+NM_198318+NM_001207042+NR_033397	9.22890403003	9.44898782836	125.235916556	88.8242491362	152	140	3057	1955	3.534152914642	6.36277249185965	1.37494094810024e-22	1.82345617431644e-20
ZNF831	NM_178457	11.0481629717	11.3407421761	0.987615226402	1.00551062416	1180	1174	161	148	-3.48409740096598	5.84080804766728	1.37540694291298e-22	1.82345617431644e-20
YWHAG	NM_012479	24.1537141494	26.3503062683	194.669458773	173.425934279	1028	1087	12646	10172	2.87155080455935	8.61830950796378	1.49950218482038e-22	1.97445598718381e-20
SDK2	NM_001144952	4.91020791253	2.54994321435	0.0161388947329	0.0357492415151	598	301	3	6	-7.14417155091705	4.34144127705389	1.50735611364432e-22	1.97445598718381e-20
EVL	NM_016337	250.160442579	256.420992939	23.8299653793	35.3754500518	5234	5200	761	1020	-3.09566476686095	8.02373219039577	1.85953695744537e-22	2.42127208000699e-20
SERBP1	NM_015640+NM_001018067+NM_001018068+NM_001018069	29.7579581568	28.6191048399	204.373380759	180.011299439	2281	2121	23775	18894	2.71671851579715	9.54012880324007	1.92376008077232e-22	2.49007406904701e-20
RRP12	NM_015179+NM_001145114	4.93304153288	4.43136103791	39.7224045978	51.8990789636	248	208	2962	3497	3.27483071494794	6.7677280295877	2.87509359786556e-22	3.69956896784171e-20
SPSB2+TPI1	NM_001159287+NM_000365+NM_001258026+NM_032641+NM_001146316	23.2330951704	26.1205144155	269.595405575	196.386671449	329	361	5744	3786	3.22202982919752	7.31627476467516	2.98925432544893e-22	3.82397300404651e-20
VEGFA	NM_003376+NM_001025369+NM_001171629+NM_001171624+NM_001171623+NM_001025368+NM_001204384+NM_001171628+NM_001171627+NM_001171626+NM_001171625+NM_001204385+NM_001171630+NM_001033756+NM_001025370+NM_001025367+NM_001025366+NM_001171622	0.078233600407	0.0538105457053	11.0371881194	8.06117924755	3	2	654	438	7.14903539140175	4.07196082022986	3.92689432183438e-22	4.99423333082134e-20
CCL27+IL11RA	NM_001142784+NR_052010+NM_006664	78.8794201253	129.468910593	6.7867576488	12.2296335918	1406	2086	182	233	-3.61889390314971	6.39845273328071	4.3329678490772e-22	5.4788249536742e-20
TUBB	NM_178014	107.362756169	145.119340913	1442.70714825	897.359031584	3028	3967	62105	34878	3.22351809827857	10.6571535103549	4.82848113869403e-22	6.07028878786965e-20
TNFRSF9	NM_001561	0.35256684128	1.03063396654	17.4109563297	37.0106594373	24	68	1809	3472	5.30492989142364	6.3857896513584	4.96618635474732e-22	6.20773294343415e-20
B3GNT5	NM_032047	0.55518095206	1.29980599781	27.0005340769	18.9962800379	26	59	1930	1226	4.64503508556931	5.63505704853417	5.01218112226354e-22	6.22962852554062e-20
TMC6+TMC8	NM_007267+NM_001127198+NM_152468	303.043556546	263.254441607	40.775775963	45.4643311618	13088	10782	2527	2547	-2.78730581377429	9.25304173424211	5.3807754600525e-22	6.64996967167505e-20
KLHL3	NM_017415+NM_001257195+NM_001257194	12.4857161919	14.9993212671	1.18627464928	0.832839352089	1007	1114	136	80	-3.8605935852341	5.66297723259155	5.42032295573563e-22	6.66121149756837e-20
MIR3658+UCK2	NM_012474+NR_037431	1.19890342434	2.43696136931	91.6597862512	63.8765711208	67	132	2959	1962	4.0617306770626	6.30202833916486	5.54093701332408e-22	6.7371688689666e-20
ZBTB20+ZBTB20-AS1	NM_015642+NM_001164344+NM_001164347+NM_001164346+NM_001164342+NM_001164343+NM_001164345+NR_038993	31.3485585465	29.883150641	2.0113564659	4.09356656586	1408	1336	174	211	-3.38106418052695	6.07056207880536	5.54372752646395e-22	6.7371688689666e-20
BTN3A1	NM_001145008+NM_001145009+NM_007048+NM_194441	100.588305312	98.5418073344	7.95571128254	12.7076819631	3810	3682	495	688	-3.20705366374307	7.53476751744679	6.27739807078208e-22	7.58663440874906e-20
FOXRED2	NM_024955+NM_001102371	0.698791762619	0.998256726638	21.2126613514	13.2097245408	39	54	1807	1016	4.35125112932839	5.48399781194838	7.85301252446905e-22	9.4387169765253e-20
TFRC	NM_003234+NM_001128148	13.4822172013	17.839554671	110.127183595	121.934592828	800	1026	9974	9971	2.89573710947879	8.42768983504754	9.16914585028068e-22	1.09359800016501e-19
CRTAC1+GOLGA7B	NM_001010917+NM_018058+NM_001206528	4.86070730205	7.01347792361	0.0894547298007	0.0891679670111	356	489	10	9	-6.00885213783139	4.26395014057921	9.19872146424513e-22	1.09359800016501e-19
DDX21	NM_004728+NM_001256910	17.9223768684	14.8368599778	125.270118702	127.12587527	1035	843	10355	9482	2.84465173501693	8.42345373652923	9.98205737433399e-22	1.18031083818138e-19
RARRES3	NM_004585	80.3282917853	81.8083524729	2.63897326016	4.4259434663	698	689	35	53	-4.5186645648972	5.01694506752841	1.01700889860473e-21	1.19607901381604e-19
ARHGEF11	NM_014784+NM_198236	15.2692644267	12.5332069562	1.00550876997	0.547387485016	1174	934	118	58	-4.15084727771518	5.63717509904453	1.30023448723459e-21	1.52099622504046e-19
KCNK5	NM_003740	0.139633431126	0.0720318766793	8.85866192957	9.55809789493	6	3	581	566	6.40763742287179	4.15899925907307	1.41788780448843e-21	1.64980296399917e-19
SBK1	NM_001024401	34.7076347242	38.7747216999	4.18275407427	2.57224815947	1968	2131	362	201	-3.43258415895742	6.64441397970556	1.93683976463425e-21	2.2417126905489e-19
DHX33	NM_001199699+NM_020162	3.27504003909	4.00968044325	33.4962863134	30.1917849402	207	248	3250	2608	3.12613262268398	6.63051962162903	2.03516743784314e-21	2.34312040541151e-19
RGS16	NM_002928	1.08600590039	2.05418207528	26.9428229872	43.3160124074	30	55	1136	1649	4.48805890606287	5.48518971793086	2.52769415481438e-21	2.89493767730705e-19
CCT6A	NM_001762+NM_001009186	18.5198449792	19.5743582597	144.508941433	131.834748594	539	551	6458	5300	2.87180924063605	7.66304426420398	2.86636385091279e-21	3.26571402284986e-19
P2RY8	NM_178129	54.0210217023	50.8222658221	6.30751764905	6.86517998047	2598	2369	463	455	-2.98953088084321	6.9648442266234	3.43482783570017e-21	3.89310149771716e-19
KIAA1683	NM_025249+NM_001145304+NM_001145305	16.1766820835	12.3543018413	0.615377777985	0.531950202134	728	528	41	32	-4.65870914164861	4.86845573054518	3.56943050469922e-21	4.02185817505323e-19
TNFRSF8	NM_001243+NM_152942	0	0.123212420636	7.44869100736	14.9744126217	0	5	476	864	7.4724215204729	4.38919880892256	3.58519928747602e-21	4.02185817505323e-19
AHNAK	NM_024060+NM_001620	189.170118146	399.738906935	9.67216012978	20.8305975708	40445	82813	3156	6136	-4.26420537674044	11.4989268739167	4.42300224850842e-21	4.93638643806743e-19
CNN2	NM_004368+NM_201277	307.064287634	363.678021456	51.717723312	40.8791446132	8482	9761	2187	1525	-2.86069462070356	8.85598978339324	4.53552518420338e-21	5.036274792104e-19
B4GALT5	NM_004776	8.51148030345	8.49330037016	58.9494520046	67.4787995928	457	442	4831	4993	2.8970759750505	7.40774028250633	5.23600067842881e-21	5.784722971749e-19
PYHIN1	NM_198928+NM_198930+NM_198929+NM_152501	31.2780916586	45.4161000602	2.61508319152	2.5046444635	735	1009	89	81	-3.91246102240112	5.37775720610569	6.05801435421361e-21	6.65924944715692e-19
RPF2	NM_032194	8.53485437921	13.1127617697	113.233512552	127.633155045	92	137	1863	1896	3.48291556029933	5.96632873821264	6.16022741839685e-21	6.73774873887156e-19
ZFP36L2	NM_006887	287.407721929	170.079783034	22.0850526462	26.3804330479	12056	6915	1414	1525	-3.24187026819123	8.87163839498725	9.06488535453762e-21	9.86539139952788e-19
PSMD14	NM_005805	12.4597830128	12.2731913723	103.300675632	96.1420987851	243	232	3075	2584	3.01547032053714	6.59381931769111	9.9177485859482e-21	1.07401361543375e-18
IFNG	NM_000619	1.89174449293	5.78023068589	101.012221747	263.402272807	26	77	2119	4989	5.57608169015763	6.81243968865369	1.09537406724173e-20	1.18035998625186e-18
CCDC86+PTGDR2	NM_024098+NM_004778	9.5064610331	11.8883987257	97.4802042411	94.8690825383	254	296	3483	2987	2.99792440616864	6.78916829058859	1.19557753724931e-20	1.2820224817318e-18
FAIM3+IL24	NM_001185158+NM_001185157+NM_006850+NM_001185156+NM_005449+NM_001193338+NM_001142473	425.823895303	424.314275748	36.5528068935	64.497289756	13951	13458	1861	2961	-3.04730945196763	9.42198347483656	1.35956833696974e-20	1.45075889615673e-18
BEND3	NM_001080450	0.27760006679	0.354600166488	7.55214974839	7.88476897161	21	26	872	822	4.61053021093531	4.75529447890575	1.38856674204928e-20	1.47450958652077e-18
LOC388692	NR_027002	13.6289092638	17.2453073801	1.29307187481	1.94771146782	1899	2329	275	374	-3.24831885857261	6.70574822178073	1.46771097310889e-20	1.54606113024337e-18
MCM10	NM_182751+NM_018518	0.154895761293	0.119857747736	23.1888710531	6.57091487185	8	6	1829	468	6.74944956076048	5.1149091153267	1.47008326898569e-20	1.54606113024337e-18
SYTL1	NM_001193308+NM_032872	33.299681078	44.2865789575	2.31777841926	1.13730229428	737	942	79	35	-4.44908373919744	5.29467279472298	1.61461879026463e-20	1.68994191564779e-18
IRS2	NM_003749	13.2976699613	7.41142957949	0.304969300042	0.502088339856	1057	571	37	55	-4.6860765979085	5.24125047108384	1.86152557846592e-20	1.93908914423533e-18
CLUH	NM_015229	9.62293252745	8.74590253365	66.0829350127	62.5876287325	571	503	5985	5118	2.8115696449278	7.58898657672782	1.87631607937514e-20	1.94523290219579e-18
PIM3	NM_001001852	21.4638711342	20.4649253132	135.41197503	188.321880093	580	536	5585	7013	2.94957975045745	7.76566516279964	1.89420145475009e-20	1.95451211427633e-18
CCDC141	NM_173648	10.1186351882	12.6589847637	0.252790225816	0.72094238441	1049	1272	40	103	-4.5497842141112	5.75724127994962	2.31898960041529e-20	2.38159143235139e-18
PACSIN1	NM_020804+NM_001199583	5.11548320555	6.05393381691	0.0140819741409	0	238	273	1	0	-9.1816144042371	3.52141971033857	2.38775818167591e-20	2.4407574871103e-18
TNRC6B	NM_001024843+NM_015088+NM_001162501	73.0600090354	67.2967912759	12.5193806727	10.9047497234	15270	13540	3967	3123	-2.5831048592146	9.55183445718551	2.40751885649948e-20	2.44951046446168e-18
PARP8	NM_001178055+NM_024615+NM_001178056	29.3575698802	26.3696015492	3.69224716106	2.74156883558	2414	2076	460	309	-3.10968240920458	6.80628263255811	2.56824897365151e-20	2.60094658789939e-18
CDC45	NM_001178010+NM_001178011+NM_003504	0.460936535731	0.358817474931	36.6315904336	15.9542501143	10	7	1219	477	6.04464184408821	4.69789387023991	3.20782180881846e-20	3.23369133953474e-18
AKTIP+RBL2	NM_005611+NM_022476+NM_001012398	105.562168742	104.205174754	16.5783924442	18.4582825485	5298	5086	1194	1199	-2.67076033847953	8.06765466492035	3.98605040872663e-20	3.99976388490344e-18
CCT2	NM_006431+NM_001198842	23.7889286624	21.4055736062	175.58066016	164.515263332	556	472	5829	4899	2.82462873104321	7.53735331033393	4.70931620203819e-20	4.7039402703007e-18
CDKN1B	NM_004064	454.934427613	388.775352414	46.7562708334	69.5230448349	12469	10328	1956	2626	-2.85992238103589	9.17771290134579	5.27099928080875e-20	5.2410504212587e-18
SLC25A22	NM_024698+NM_001191061+NM_001191060	12.1785926034	10.7530246921	87.1188735629	77.7258691287	362	331	4223	3403	2.89986670327272	7.0353392710626	5.48972927040406e-20	5.43383836154248e-18
ATXN7L1	NM_020725+NM_138495+NM_152749	49.5911286871	56.2695254049	6.39473411733	7.7068323675	2752	2969	558	611	-2.8417009759901	7.18587642050683	6.08859935779749e-20	5.99946445728919e-18
NCL	NM_005381	633.705011253	522.42726409	3698.97690227	3272.86841378	19557	15627	174238	139196	2.59505787269567	12.4334990844247	7.7748419281604e-20	7.62666668961923e-18
ICAM1	NM_000201	2.06129228363	2.60240119341	23.1539044786	37.1573607459	76	93	1303	1888	3.69440020245879	5.72472643494898	9.49776318801366e-20	9.27515936329459e-18
DESI1	NM_015704	18.610221512	20.3977415424	117.337217356	123.474064051	802	852	7718	7333	2.63072753081203	8.05433525639003	1.06958011256211e-19	1.03986955387983e-17
SLFN13	NM_144682	10.9775717925	14.4254698645	1.19188472201	1.41813344934	1056	1345	175	188	-3.27627228008694	5.88747511896977	1.07789250285072e-19	1.04331409291414e-17
ERP27	NM_152321	34.734088714	28.2667903148	1.20167520366	1.33091447057	606	478	32	32	-4.6299629155609	4.65761820064418	1.16684688475387e-19	1.12443945392031e-17
ITM2B	NM_021999	84.045553675	89.4907927469	10.8607100685	12.2309355144	1810	1868	357	363	-2.9055035443605	6.54129536619303	1.26047911171522e-19	1.20934125301625e-17
GARS	NM_002047	17.6782323882	16.4218267213	119.93496627	110.59419947	552	497	5716	4759	2.76078471517131	7.5107258924005	1.27377126220118e-19	1.21675748299785e-17
STK38	NM_007271	103.598322145	108.993555691	12.4361286177	17.1500388154	4208	4291	771	960	-2.84285518221117	7.7565459214347	1.40217488389516e-19	1.33359024283507e-17
CD96	NM_198196+NM_005816	58.8249906779	60.6094437387	5.90726565684	8.97804428332	2968	2970	454	623	-3.00745434864267	7.22030789750836	1.60522442927571e-19	1.51620462932293e-17
GRAP2	NM_004810	67.10695429	88.5496864003	7.73036419672	9.46732973912	1183	1513	208	230	-3.17186378969119	6.0645817742774	1.60804330972763e-19	1.51620462932293e-17
CD200	NM_005944+NM_001004196	2.82201382436	0.832959007137	62.6021248898	43.6660124315	72	21	2413	1520	4.83212796392846	5.9443762032432	1.77997445728575e-19	1.67111335850326e-17
ETF1	NR_045994+NM_004730+NR_045992	16.8359315713	14.9528993981	102.664362356	109.001473157	784	648	6854	6537	2.67003611905722	7.88059455641685	1.94307289528202e-19	1.81644100787582e-17
TSPAN14	NM_001128309+NM_030927	105.258003079	100.891736513	17.6916120391	14.8173076889	6414	5991	1646	1294	-2.63732329636396	8.32872527782117	2.05585276614332e-19	1.91369273444192e-17
KIF3B	NM_004798	7.10014183119	8.36553682731	61.7000162804	48.2604000008	493	563	6539	4618	2.83758475735311	7.58728376700373	2.1429468262645e-19	1.98631194171763e-17
LOC282997	NR_026932	28.5307134224	24.0716590209	1.43127567681	1.10964581169	653	534	50	35	-4.36093766938718	4.79961964331587	2.35810027202666e-19	2.17651660129043e-17
YWHAE	NM_006761+NR_024058	62.3548486876	76.4143875255	430.093170428	408.059687923	1294	1537	13623	11670	2.60136443444937	8.8038773268046	2.5524073208602e-19	2.34596261108474e-17
MMACHC+PRDX1	NM_015506+NM_001202431+NM_002574+NM_181697+NM_181696	12.0256456002	16.9546330717	160.664148514	138.736506245	161	239	3034	2302	3.17575389632658	6.48956492618846	2.56812705783416e-19	2.35053470251558e-17
AHSA1	NM_012111	25.3426199749	30.234145404	179.9628785	200.230378178	403	466	4368	4388	2.77925027588246	7.25551607717433	2.57999135219226e-19	2.35155461788357e-17
TRAT1	NM_016388	95.5182874567	96.7269113092	5.61490714629	11.3068839978	1839	1805	165	300	-3.5073853717581	6.4688096331149	3.3221457161178e-19	3.01543309294925e-17
C1orf162	NM_174896	61.8288305792	70.1299837696	4.52888713614	4.24963748074	644	708	72	61	-3.90039500811545	5.01195196141104	3.67088751186084e-19	3.31820926950231e-17
PRKACB	NM_207578+NM_002731+NM_182948+NM_001242858+NM_001242859+NM_001242857+NM_001242861+NM_001242860+NM_001242862	24.4365897238	26.5313405213	3.61742242332	2.62627584473	1198	1260	236	159	-3.2005902190305	5.92851663889937	3.70275070942609e-19	3.32569115863989e-17
C1orf145+OBSCN	NR_073155+NR_073154+NM_052843+NM_001271223+NM_001098623	18.2814817105	14.3556989104	2.78486845679	3.2885675634	3187	2579	585	311	-3.25639937234261	7.1523852465076	3.70957093809433e-19	3.32569115863989e-17
FAM166A+TUBB4B	NM_006088+NM_001001710	26.1269647332	30.516085922	200.81193573	193.497559071	567	604	5539	5432	2.6736357734773	7.59362009877189	3.98365391357353e-19	3.55683385140493e-17
STMN3	NR_075070+NM_015894+NM_001276310	72.7105199262	79.6316677366	11.2241682275	8.8196937632	2018	2142	475	337	-2.91953778778757	6.71709896643733	4.28189743493814e-19	3.80758156053951e-17
P2RY8	NM_178129	54.7072009618	49.8139726632	6.06230098019	7.96662643887	2631	2322	445	528	-2.89633317143806	6.97154955868088	5.46609284716419e-19	4.84092230897638e-17
